Energy
FromChordType:0
-0.4,0.06,0.0,0.0,-0.92,0.0,0.0,0.0,0.0
0.25,-0.93,0.0,0.0,0.0,0.0,0.25,0.0,0.0
0.25,-0.01,0.0,0.0,-0.75,0.0,-0.93,-0.75,0.0
0.37,0.56,0.0,0.54,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,0.0
-0.36,-0.34,-0.25,-0.73,0.75,-0.93,0.5,-0.62,0.0
0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
-0.24,0.97,0.25,0.0,0.7,0.0,0.0,-0.5,0.0
0.97,0.63,0.0,0.5,0.5,0.0,0.0,0.0,0.0
0.75,-0.13,0.0,0.0,0.0,0.0,-0.99,0.0,0.0
-0.45,0.48,0.61,0.92,-0.87,0.0,0.0,-0.75,-0.5
0.75,0.5,0.0,0.0,0.0,0.5,0.0,-0.75,-0.25
-0.18,0.14,0.44,0.0,0.76,0.0,0.0,-0.12,0.0
0.94,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0
0.13,0.51,0.0,0.0,0.16,0.0,0.0,-0.5,-0.75
-0.28,0.91,0.25,0.56,0.88,0.0,0.0,0.0,-0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0
0.0,0.92,-0.22,0.0,0.07,0.0,0.0,0.38,0.0
0.0,0.5,0.0,-0.25,0.0,0.0,0.0,0.0,0.0
0.25,0.77,0.88,0.0,0.32,0.0,0.0,0.0,0.0
-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromChordType:1
0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
0.66,0.25,0.0,-0.25,0.0,-0.75,-0.75,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.93,0.0,0.0
0.08,0.63,0.0,0.0,-0.17,0.0,0.0,0.0,0.0
-0.37,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
0.87,0.95,-0.25,0.0,0.13,0.0,-0.75,0.0,0.0
0.65,0.25,0.0,0.91,0.0,-0.5,0.0,-0.75,0.0
0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.36,0.0
0.69,-0.62,0.75,0.44,-0.5,0.0,0.0,-0.12,0.0
0.88,1.0,0.0,0.97,0.0,0.99,0.75,-0.75,0.0
0.45,-0.12,0.25,-0.5,1.0,0.0,0.0,-0.5,1.0
0.89,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.75
0.5,0.52,-0.5,0.0,-0.14,0.0,0.0,0.35,0.25
0.56,0.85,-0.72,0.46,0.0,0.0,0.0,0.25,0.0
0.0,0.25,0.0,0.5,-0.93,0.0,0.0,0.0,0.0
0.26,0.75,0.36,0.5,-0.25,0.0,0.0,0.0,0.0
0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13,0.37,0.22,1.0,0.6,0.0,0.0,-0.93,0.0
0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.16,0.0
0.19,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromChordType:2
0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0
0.0,0.0,0.75,0.0,0.0,0.5,0.0,-0.93,0.0
0.32,0.22,0.0,0.19,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5,0.0,0.0,-0.24,0.0,0.0,-0.93,0.0
0.75,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0
0.0,-0.81,0.0,0.0,0.25,0.0,0.0,0.0,0.0
0.56,0.5,0.38,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.5,0.0,0.88,0.0,0.0,0.0,0.0,0.25
0.56,0.0,0.86,0.0,-0.12,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.75,-0.5,0.38,0.0,0.0,0.0,0.0,-0.75,0.0
0.0,0.0,0.0,-0.62,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.75
0.44,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromChordType:3
0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.38
0.0,0.0,0.5,0.0,0.47,0.0,0.0,0.75,0.0
0.49,0.0,0.88,-0.81,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,-0.72,0.0,0.0,0.38,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
0.0,0.99,0.25,0.0,-0.87,0.0,0.0,0.25,0.38
0.96,-0.5,0.0,-0.97,0.0,0.0,0.0,0.0,0.25
0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.75,0.0
0.07,0.25,0.0,0.0,-0.87,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,0.99,0.5,0.0,0.02,0.0,0.0,0.0,0.0
-0.64,0.5,0.0,-0.92,0.0,0.0,0.0,0.0,0.0
0.0,0.97,0.0,0.0,0.75,0.0,0.0,0.25,0.0
0.0,0.0,-0.99,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.38,0.0,0.0,-0.65,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromChordType:4
0.0,-0.5,0.0,0.0,0.0,0.0,-0.93,0.0,0.0
0.41,0.0,-0.75,0.38,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.18,0.41,0.0,0.0,0.53,0.0,0.0,-0.87,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.32,0.0,0.0,0.25,0.0,0.0,-0.5,0.0
-0.12,0.25,0.0,0.54,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.0,0.0,-0.75,0.0,0.0,0.98,0.0
0.48,0.38,0.0,0.75,0.66,0.0,-0.5,0.5,0.0
0.0,0.0,0.0,0.75,0.0,-0.75,0.0,0.0,0.0
0.5,0.99,0.0,0.5,0.25,0.0,0.0,0.13,0.0
-0.18,0.25,0.0,-0.56,0.38,0.0,0.0,0.0,0.0
0.0,0.0,-0.25,0.0,0.36,0.0,0.0,0.25,0.0
0.62,0.25,-0.56,-0.84,-0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.79,0.96,0.68,0.0,-0.37,0.0,0.0,0.0,0.0
0.0,-0.5,0.0,0.19,0.0,0.0,0.0,0.0,0.0
0.0,-0.56,0.75,0.0,-0.5,0.0,0.0,0.0,0.0
-0.99,0.0,0.0,-0.93,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
FromChordType:5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0
0.5,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
-0.93,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0
-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FromChordType:6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.75,0.5,0.0,0.0,0.0,0.0,0.76,0.0,0.0
-0.98,0.88,-0.75,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
